YEAR	CODE	CHANGE	TENTURE	ROE	MEDIA	S0	AGE	INDUSTRY	ASSET	ROA	RETURN	DEBTRATIO	S1	S12	BOARDSIZE	CEOSTOCK	CONTROL
2004	570	0	3	5.6227	0	7.424692231	49	C	1854577042	3.6765	-0.324901761	54.1591	40.92	39.5	9	0	1
2005	570	0	4	5.6177	0	7.424994114	50	C	1830769350	3.2888	-0.156259367	50.9685	40.92	39.5	9	0	1
2000	571	1	1.83	-13.0461	0	6.959861273	58	C	2911717295	-3.1514	0.008708283	61.7801	27.09	12	9	0.000060762	1
1999	571	1	3.5	1.3374	0	7.10840632	57	C	2759968326	2.4087	0.140261466	50.8603	27.09	5.98	9	0.000060762	1
2005	572	0	0	29.1964	0	7.496546439	39	M	731674209.1	11.6822	0.18493558	56.7932	42.44	41.84	5	0	0
1999	572	0	1.7	0.4728	0	7.372911805	51	M	1054834457	1.6826	0.554257447	75.0151	38.56	29.61	9	0	1
2000	572	0	2.7	0.3585	0	7.372911805	52	M	913255999.6	0.7167	0.128970114	71.1058	38.56	29.61	9	0	1
2001	572	0	3.7	-65.9138	0	7.372911805	53	M	759484720	-17.5165	-0.332438902	90.3512	38.56	29.61	9	0	1
2002	572	0	4.7	-89.208	0	7.372982833	54	M	743179980	-5.6347	0.198703122	96.1564	38.56	29.61	9	0	1
2003	572	0	5.7	20.2825	0	7.372498471	55	M	720875713.1	1.8824	-0.152638573	90.906	38.55	29.6	5	0	0
2004	572	1	6.7	30.1649	0	7.421571526	56	M	619670338.6	7.0475	-0.321502995	64.3557	38.55	25.13	5	0	0
1999	578	1	5	9.7859	0	7.208945874	49	H	401640859.7	7.8449	2.672455003	40.8289	33.24	18.87	13	0	1
2002	582	0	0.8	-8.4476	0	7.794976435	52	F	851520261.9	-2.9519	-0.391404083	44.2652	40.14	11.56	11	0	1
2003	582	0	1.8	1.644	0	7.794903338	53	F	831366793.5	2.8919	-0.094890739	42.2251	40.14	11.56	10	0	1
2004	582	1	2.8	-9.8824	0	7.421262384	54	F	721073541.1	-4.1773	-0.323229761	39.7571	28.58	3.58	10	0	1
1999	582	0	1.2	8.3909	0	7.789611324	58	F	918835320.1	4.8111	0.375154648	40.3142	40.14	11.8	9	0	1
2000	582	0	2.2	2.9367	0	7.794903338	59	F	935749462.2	2.706	0.03086793	42.5802	40.14	11.56	9	0	1
2001	582	1	3.2	0.4795	0	7.794911575	60	F	890893004.3	1.6804	-0.188834806	42.1733	40.14	11.56	9	0	1
2005	582	0	0	0.9892	0	7.421262384	51	F	741576758.5	1.9272	-0.049371987	40.8593	28.58	3.58	9	0	1
1999	584	0	1.8	-29.437	0	6.028938543	43	M	779018583.3	-10.3367	0.66943661	61.0822	18.64	13.12	12	0	1
2000	584	0	2.8	7.0892	0	6.028938543	44	M	675846515.5	5.0877	0.341460982	57.3065	18.64	13.12	13	0	1
2001	584	0	3.8	6.2898	0	6.033888777	45	M	754798890.4	4.8849	-0.0239197	58.2342	18.64	13.12	12	0	1
2002	584	1	4.8	5.304	0	6.033888777	46	M	766222132.6	4.7124	-0.069204329	57.7391	18.64	13.12	12	0	1
2003	584	0	0	9.025	0	6.259551062	46	M	931991040.6	6.4291	-0.356692479	53.108	18.64	7.28	11	0	0
2004	584	0	1	3.799	0	6.853494006	47	M	1209504897	4.246	-0.302678098	60.6006	29.99	24.47	12	0	0
2005	584	0	2	1.747	0	6.853494006	48	M	1154186337	2.6233	-0.155913122	58.471	29.99	24.47	12	0	0
2003	585	1	1.3	4.7238	0	7.391582545	40	C	989638645.3	4.9959	-0.012154436	40.3115	29.54	3.21	12	0	1
2002	585	1	1.2	15.889	0	7.391766221	37	C	1912003964	4.9383	-0.113300934	71.7255	29.54	3.21	12	0	1
1999	585	0	4	-10.2098	0	8.156646706	56	C	4223589486	-1.8812	0.019924846	62.9135	51.58	22.86	13	2.44E-06	1
2000	585	0	5	-27.1724	1	8.170256109	57	C	4454892244	-5.3736	0.251648718	74.3119	51.58	22.04	14	2.44E-06	1
2001	585	1	6	-110.2086	1	7.9280624	58	C	3884189577	-16.543	-0.332451229	91.0423	43.57	14.03	17	2.44E-06	1
1999	586	0	7.2	0.9601	0	7.166096771	58	H	542514516.9	-0.4598	0.814351196	32.4366	35.35	31.99	10	0.000069892	1
2000	586	0	8.2	-16.6308	0	7.166096771	59	H	502950867.4	-10.9362	0.068768253	38.3116	35.35	31.99	9	0.000069892	1
2001	586	1	9.2	-16.8951	0	7.166096771	60	H	403583618.8	-10.2098	-0.138203051	34.6083	35.35	31.99	9	0.000069892	1
2002	586	1	1	0.5814	0	7.166096771	47	H	615794616.1	0.5704	-0.364897938	54.1563	35.35	31.99	13	0	0
2001	587	0	1.2	8.6617	0	7.475925459	33	C	908116148.8	6.2836	-0.252888854	48.8235	40.99	32.37	9	0	0
2002	587	1	2.2	-26.7411	0	7.475925459	34	C	986746483.7	-9.517	-0.461513698	64.1385	40.99	32.37	9	0	0
2000	587	1	0.9	5.7035	0	7.475925459	44	C	819954249.8	8.9366	0.097131332	46.9476	40.99	32.37	7	0	0
2000	590	0	0.4	8.3957	2	6.812198219	60	C	636255452.2	7.1416	-0.378655368	40.2727	21.44	1.06	7	0	1
2001	590	0	1.4	-18.2134	2	6.847394472	61	C	695049908.2	-8.5136	-0.50416735	59.9093	21.44	0.86	7	0	1
2002	590	1	2.4	1.4539	3	6.847394472	62	C	724861291.5	1.6502	-0.257844796	61.247	21.44	0.86	7	0	1
2003	590	0	1.5	-9.6761	0	6.847394472	40	C	685159664.6	-2.6063	-0.341777366	62.1752	21.44	0.86	7	0	1
2004	590	1	2.5	2.0634	0	6.847394472	41	C	676627485.7	2.7079	-0.279747297	60.4556	21.44	0.86	7	0	1
1999	591	0	0.8	12.5598	1	8.45758944	52	C	466884424.3	7.247	0.772920112	67.8232	68.44	64.08	17	0.000072096	1
2000	591	0	1.8	13.2176	1	8.353446308	53	C	490044162.8	8.524	0.119684691	49.321	65.15	64.72	17	0.000087117	1
2001	591	0	2.8	11.9339	1	8.353891132	54	C	699753711.9	7.6461	-0.144240131	60.3211	65.15	63.75	17	0.000087117	1
2002	591	0	3.8	7.5851	1	8.354330556	55	C	1301052538	4.8667	0.008599387	75.4014	65.15	63.97	17	0.000087117	1
2003	591	1	4.8	4.0837	1	8.35752828	56	C	1626273764	3.1854	-0.325009058	79.4953	65.15	62.14	18	0.000087117	1
1999	593	0	1.1	10.2159	0	6.720061638	39	H	460101629.9	7.4566	0.913901474	38.2631	26.4	17.86	9	0	1
2000	593	0	2.1	7.2451	0	6.850897796	40	H	543620343.8	5.7578	0.490400592	45.4329	28.51	19.97	9	0	1
2001	593	1	3.1	4.0508	0	6.842289395	41	H	544451018.2	3.1834	-0.222243501	42.8653	28.51	19.97	8	0	1
2002	593	0	0.8	-11.7599	0	6.853464972	40	H	509574103.6	-4.7403	-0.442234109	45.9783	28.51	18.68	7	0	0
2003	593	1	1.8	1.6221	0	6.853464972	41	H	582972508.9	2.0408	-0.159216599	51.233	28.51	18.68	9	0	0
2004	593	0	0.5	0.2092	0	6.828127269	52	H	595614789.7	2.841	-0.449040564	52.2039	28.51	19.97	9	0	0
2005	593	1	1.5	0.7583	0	6.828127269	53	H	649082245.7	3.1425	0.050389318	55.6385	28.51	19.97	8	0	0
1999	594	0	5.2	15.0047	1	7.372392409	37	B	817180837.6	9.5213	1.937713481	22.9645	34.22	16.56	8	0.000049541	1
2000	594	0	6.2	10.9006	1	7.371603188	38	B	911801893.2	7.4747	0.406380133	25.1351	34.22	16.56	8	0.000049541	1
2001	594	0	7.2	7.2395	1	7.371608722	39	B	1112426461	2.5985	-0.249863704	34.2541	34.22	16.56	8	0.000049541	1
2002	594	1	8.2	2.1048	1	7.371605892	40	B	1021299389	2.3521	-0.414718952	25.4114	34.22	16.56	7	0.000049541	1
2003	594	0	0.8	0.692	0	7.365612564	46	B	1039933940	0.9572	-0.045465408	28.0106	34.22	16.56	7	0	1
2004	594	0	1.8	5.8597	0	7.365612564	47	B	1486428229	6.0402	-0.300981335	41.8888	34.22	16.56	9	0	1
2005	594	1	2.8	5.5424	0	7.551099738	48	B	1451705060	5.62	0.632200409	36.8839	34.22	7.44	9	0	1
1999	595	0	2.3	1.5914	1	7.795995364	53	C	1128337818	2.7207	0.921815632	61.9127	47.76	37.47	11	0.000041152	1
2000	595	0	3.3	0.525	1	7.795735545	54	C	1115521641	1.9294	0.228246114	60.9016	47.76	37.47	11	0.000041152	1
2001	595	1	4.3	0.4603	1	7.779489552	55	C	1125108752	1.0274	-0.2219128	61.354	47.76	37.47	11	0.000013717	1
2002	595	0	0.8	-20.321	0	7.779217627	57	C	1024256431	-5.3358	-0.430882963	65.1971	47.76	37.47	9	0.000013717	1
2003	595	1	1.8	0.8108	0	7.779217627	58	C	952854562.4	2.1181	-0.188099761	63.0234	47.76	37.47	9	0.000046296	1
2003	596	1	1.4	-3.8881	0	8.378233538	40	C	1560869984	2.2546	-0.239446646	29.5653	65.96	65.31	9	0	1
1999	596	0	4	14.9067	2	8.378470335	50	C	1543450844	14.1602	0.32451931	32.0296	65.96	65.25	7	0.000014894	1
2000	596	0	5	13.6389	2	8.378529037	51	C	1588019484	13.6092	0.370205161	27.9677	65.96	65.19	7	0.000014894	1
2001	596	1	6	5.9479	2	8.378324863	52	C	1521970791	6.2177	-0.363566213	23.5398	65.96	65.24	7	0.000014894	1
2002	596	1	1	4.0932	0	8.378337157	57	C	1566840006	5.8045	-0.242445073	24.2267	65.96	65.24	9	0.000012766	1
1999	597	0	2.4	4.6432	0	8.191675965	54	C	2601351416	4.6721	0.244819971	66.5661	60.08	59.05	10	6.16E-06	1
2000	597	0	3.4	3.251	0	8.191343155	55	C	2669196372	3.5434	0.402611792	66.0749	60.07	59.04	9	6.16E-06	1
2001	597	0	4.4	1.1305	0	8.191375042	56	C	2755970855	3.6269	-0.070406711	67.9473	60.07	59.04	9	6.16E-06	1
2002	597	0	5.4	1.1599	0	8.19169729	57	C	2680988507	2.9619	0.070160861	67.4269	60.08	59.05	9	6.16E-06	1
2003	597	0	6.4	0.9962	0	8.191685049	58	C	2521741925	2.454	-0.328436443	65.4897	60.08	59.05	7	6.16E-06	1
2004	597	1	7.4	0.9267	0	8.191697539	59	C	2434342979	2.91	-0.508202418	63.6855	60.08	59.05	7	6.16E-06	1
2002	598	0	0	4.1781	0	7.568212312	46	C	1213762059	4.0927	-0.23546615	31.6401	43.91	41.82	9	0	1
2003	598	0	1	3.083	0	7.564551393	47	C	1817735359	3.6091	-0.227987806	40.8114	43.91	43.49	9	0	1
2004	598	0	2	0.4408	0	7.564525778	48	C	2139888130	1.6437	-0.291742589	56.0365	43.91	43.5	9	0	1
2005	598	0	3	-20.2091	0	7.564888005	49	C	1821907847	-6.2243	0.775673567	57.7631	43.92	43.65	9	0	1
1999	598	0	4	11.5206	0	7.84388401	41	C	644177282.3	11.9889	0.398421912	16.8732	50.44	48.59	6	0.00019824	1
2000	598	1	5	11.7476	0	7.841871823	42	C	709561351.4	11.5237	0.140359639	17.6279	50.44	49.96	7	0.00019824	1
2001	598	1	1.2	8.5227	0	7.570643747	34	C	1052912179	8.0177	-0.137232072	23.7837	43.91	41.06	7	0	1
2001	600	0	1	0.6614	0	7.072458626	48	D	581310669.5	0.3402	-0.270509357	46.7342	28.48	9.71	9	0	1
2002	600	1	2	-3.9935	0	7.072341914	49	D	538558686	-1.7854	-0.017913288	45.1591	28.48	9.71	11	0	1
2003	600	0	0	2.9987	0	7.724466707	54	D	3356903052	1.2111	0.234706492	78.1751	47.25	42.27	9	0	1
2004	600	0	1	18.4709	0	7.773565397	55	D	3143408981	8.0154	-0.5573242	73.2157	48.3	42.52	9	0	1
2005	600	0	2	11.077	0	8.169650082	56	D	2899374883	6.6496	0.318823505	69.8079	59.2	55.25	9	0	1
2001	602	0	0.5	2.356	0	6.455269787	38	G	275881072.8	6.6024	-0.224951669	31.5504	18.11	5.34	9	0	1
2002	602	0	1.5	25.9679	0	6.663212259	39	G	338241548.7	36.9267	-0.140210604	23.5338	23.7	10.93	9	0	1
2003	602	0	2.5	22.089	0	6.663212259	40	G	389424387.9	33.1706	-0.12150257	13.9358	23.7	10.93	9	0	0
2004	602	1	3.5	24.7456	0	6.663212259	41	G	457383696.4	33.5506	-0.291225269	13.0674	23.7	10.93	9	0	1
1999	602	0	0	-24.8336	0	5.4447561	50	G	315836384.5	-11.6595	0.560743396	54.1922	10.55	2.89	9	0	1
2000	602	1	0.5	-20.7537	0	5.878524266	51	G	324764749.5	-2.1879	0.908723345	64.1127	13.58	3.03	9	0	0
2000	603	1	1.1	1.6506	0	7.942146934	38	C	259167567.6	-0.086	0.215917915	49.471	50.96	40.02	7	0	1
1999	603	1	3	0.9141	0	7.942156317	59	C	266154310.4	-1.2279	0.430305905	50.577	50.96	40.02	7	0	1
2001	603	1	1.2	-115.2982	0	6.924549661	51	C	151115248.9	-43.3412	-0.182824386	83.9214	20.29	0.41	9	0	0
2004	603	1	0.4	-20.1996	0	7.17292123	49	C	197632206.6	-11.8302	-0.659004979	52.812	29.26	10.76	9	0	0
2002	603	0	0.6	28.3429	0	7.22481269	45	C	198439607	11.3581	-0.155373088	41.5196	29.26	8.97	9	0	0
2003	603	1	1.6	1.0106	0	6.883484922	46	C	200316514.7	0.5827	-0.323611909	41.5473	20.29	0.62	9	0	0
2001	605	0	0	8.1092	0	8.444691313	32	C	210536117.9	6.6731	-0.20668474	51.1178	68	63	9	0	0
2002	605	0	1	15.1383	0	8.444269748	33	C	220442693.8	12.4876	-0.110293604	42.7941	68	63.2	9	0	0
2003	605	0	2	12.641	0	8.444270964	34	C	367079482.2	9.1664	-0.346442547	62.0569	68	63.2	9	0	0
2004	605	0	3	6.6633	0	8.444269748	35	C	392479121.6	5.8839	-0.453711011	62.4484	68	63.2	9	0	0
2005	605	0	4	-19.5873	0	8.444271491	36	C	368827640.9	-2.7716	-0.236677705	66.9752	68	63.2	9	0	0
1999	605	0	0.5	-15.3414	0	8.581803723	55	C	282661833.8	-3.8802	0.857422492	63.9628	73	71.85	9	0	1
1999	606	0	3.7	11.8358	1	7.515555116	56	C	277568175.8	10.2562	0.602935741	38.0635	37.86	19.64	9	0.000024496	1
2000	606	0	4.7	8.2173	1	7.370382016	57	C	356184380.8	8.0983	0.621228441	24.3405	35.43	19.35	11	0.000028108	1
2001	606	0	5.7	5.3166	1	7.34080462	58	C	438917974	5.2941	0.253002938	35.6604	35.43	19.35	11	0.000028108	1
2002	606	1	6.7	1.5621	2	7.357278229	59	C	586167958.6	2.5358	-0.400539881	49.9445	35.43	19.35	12	0.000028108	1
2003	606	1	0.9	0.6685	0	7.356496137	46	C	516743542.9	0.5766	-0.401054335	44.8131	35.43	19.35	12	0	1
2004	606	0	0	0.5253	0	7.35385318	34	C	584863732.4	1.5485	-0.481970936	49.252	35.43	19.35	12	0	1
2005	606	0	1	3.653	0	6.850635888	35	C	570779536.1	3.3397	0.261225065	45.9375	24.43	8.35	12	0	1
2002	607	0	1	16.6244	0	7.070648149	39	C	1121004178	12.4777	-0.238544703	42.3393	29.05	11.73	9	0	0
2003	607	0	2	10.6001	0	6.764606357	40	C	1319009454	8.7414	-0.317077786	32.114	24.8	10.02	9	0	0
2004	607	0	3	6.9831	1	6.870870627	41	C	1993308968	6.5775	-0.247251894	50.4933	27.2	12.42	9	0.000312888	0
2005	607	1	4	5.2664	2	6.549308624	42	C	2752994734	4.5615	0.245953838	62.0834	23.52	11.58	8	0.000404156	0
1999	607	0	1	5.59	0	7.040428153	39	C	831044870.4	7.1582	0.976688923	53.2103	29.01	11.69	7	0	0
2000	607	0	2	25.6606	0	7.05380636	40	C	978774412.1	15.8821	0.455512214	51.5918	29.04	11.72	7	0	0
2001	607	1	3	21.9362	0	7.072599323	41	C	1131902159	13.6023	0.028858147	49.7892	29.05	11.73	7	0	0
1999	609	1	1	9.7533	0	7.437730552	54	J	438248105.9	9.1303	0.363401842	9.3967	40.01	31.89	9	0	1
2000	609	0	0.5	8.9468	0	7.437730552	43	J	470768268	8.893	0.239907649	12.1889	40.01	31.89	9	0.000024081	1
2001	609	0	1.5	5.8704	0	7.437730552	44	J	424878411.4	6.0612	-0.28395683	9.3023	40.01	31.89	9	0.000024081	1
2002	609	1	2.5	6.4974	1	7.437730552	45	J	443490722	6.9007	-0.265173991	8.4413	40.01	31.89	11	0.000024081	1
2003	609	0	0	6.2729	0	7.437730552	43	J	485892018	6.1965	-0.097082447	11.7577	40.01	31.89	11	0.000024081	1
2004	609	0	1	6.8151	1	7.437730552	44	J	487682626.3	6.6127	-0.377751781	8.632	40.01	31.89	11	0.000024081	1
2005	609	1	2	6.6153	1	6.948675221	45	J	769977163.2	5.2028	0.018686027	37.4407	28.55	17.09	7	0	0
2001	610	0	0.25	0.4262	2	7.502299891	51	K	431829395.5	0.8326	-0.270471615	18.7723	37.92	20.02	9	0.000079118	1
2002	610	0	1.25	1.7805	2	7.502332999	52	K	471311585.1	1.9447	-0.323767744	20.8037	37.92	20.02	11	0.000079118	1
2003	610	0	2.25	0.3729	2	7.502299891	53	K	432311123.7	0.7133	-0.15922878	13.3729	37.92	20.02	11	0.000079118	1
2004	610	0	3.25	6.6578	2	7.502299891	54	K	598917413.2	6.6236	-0.331351077	33.9831	37.92	20.02	9	0.000079118	1
2005	610	1	4.25	6.9686	2	7.502299891	55	K	560203100.7	6.7205	0.246644573	27.1296	37.92	20.02	11	0	1
2003	611	0	0	7.0293	0	7.08208255	49	C	353877224.6	5.714	-0.152777087	13.0785	29.28	11.28	9	0	0
2004	611	0	1	6.7086	0	7.08208255	50	C	588226840.6	5.5588	-0.350724936	41.0451	29.28	11.28	9	0	0
2005	611	0	2	6.7044	0	7.08208255	51	C	610098977.9	4.7872	0.014884787	39.5119	29.28	11.28	9	0	0
1999	611	0	3.8	0.1796	1	7.716923054	55	C	605023762.3	0.4464	0.201210955	44.7767	47.28	44.81	9	0.000138825	1
2000	611	0	4.8	0.2745	1	7.716923054	56	C	607418765.3	0.9144	0.402529273	47.6542	47.28	44.81	9	0.000138825	1
2001	611	0	5.8	-18.052	1	7.717374948	57	C	541956886	-7.4086	-0.302407284	51.6884	47.28	44.81	9	0.000138825	1
2002	611	1	6.8	11.5461	1	7.085250374	58	C	366203307.9	7.8588	-0.164463416	22.5052	29.28	11.28	10	0.000138825	0
1999	612	0	3.8	18.8812	3	8.103934986	55	C	974027275.9	11.9269	1.155117353	43.1836	57.46	55.86	5	0.000064084	1
2000	612	0	4.8	8.8455	3	8.131031674	56	C	1582999582	5.3923	0.09547455	63.3641	58.26	56.66	5	0.000064084	1
2001	612	0	5.8	7.9351	3	8.130955163	57	C	1725935433	5.9431	-0.276501163	65.4802	58.26	56.66	8	0.000064084	1
2002	612	0	6.8	13.4208	3	7.919599688	58	C	2098802504	9.7951	0.109551968	59.5235	52.34	49.45	8	0.000057579	1
2003	612	0	7.8	15.182	3	7.916629276	59	C	2796345924	11.4017	0.273817731	64.8351	52.34	50.9	8	0.000057579	1
2004	612	0	8.8	4.135	3	7.916698845	60	C	2959372413	5.5173	-0.63952765	67.0254	52.34	50.9	6	0.000057579	1
2005	612	1	9.8	-13.3379	3	7.916698845	61	C	2814169058	-0.817	2.265524314	69.6903	52.34	50.9	6	0	1
2004	615	1	0.4	0.783	0	7.186210086	34	C	1929420316	1.9738	-0.563835089	65.1983	29	7.13	9	0	0
2003	615	1	0.5	7.1938	0	6.9719227	53	C	1743532931	6.0456	-0.08567343	59.5006	29	14.74	9	0	0
2001	615	0	0.75	4.7898	0	7.543636734	45	C	997924678.4	5.4048	-0.082287869	43.8405	43.26	40.43	9	0	1
2002	615	1	1.75	9.9671	0	7.543636734	46	C	1290999832	9.3699	-0.302077379	50.1394	43.26	40.43	9	0	1
1999	615	0	3.4	14.9854	2	7.765605934	52	C	461516649.3	14.377	0.134783988	20.8788	48.38	45.54	11	0.000137946	1
2000	615	1	4.4	8.2311	2	7.544061754	53	C	742412284.8	7.5522	0.144472843	26.587	43.26	40.43	10	0.000129109	1
2002	616	0	0.75	1.3683	0	6.963664613	48	J	1516458834	1.5778	-0.179561214	62.9744	29.76	19.94	9	0.00005959	0
2003	616	0	1.75	7.6008	0	6.963664613	49	J	2653136868	2.038	0.138872197	79.4609	29.76	19.94	9	0.00005906	0
2004	616	0	2.75	27.1431	1	7.072866077	50	J	2064316470	8.5474	-0.280301682	63.996	29.76	13.73	9	0.000059062	0
2005	616	1	3.75	4.714	1	7.072946191	51	J	2458921406	2.4005	0.537234611	70.9491	29.76	13.73	11	0	0
1999	616	0	1.3	9.0109	0	7.631917434	53	J	449539761.9	7.1801	1.160971563	39.3289	44.37	37.45	9	0.000058	1
2000	616	0	2.3	9.4169	0	6.722946592	54	J	523659567.6	7.9898	0.114659512	43.1034	22.37	11.37	7	0.000051786	1
2001	616	1	3.3	3.8676	0	6.669600877	55	J	857259744.6	3.4696	-0.282221719	38.0296	19.97	3.97	7	0.000067318	1
2004	617	0	1.3	41.1427	0	8.463285704	58	C	847731989	18.4272	0.823171088	58.8969	68.75	66.88	5	0	1
2005	617	1	2.3	30.4682	0	8.46279749	59	C	1220626737	13.4221	0.343247288	61.8031	68.75	66.73	5	0	1
1999	617	0	2.2	0.3932	0	8.461092994	53	C	473853457.1	0.6975	1.444154269	63.5404	68.75	68.22	5	0	1
2000	617	0	3.2	2.9677	0	8.46107734	54	C	476624639.3	1.7421	0.037967652	62.6605	68.75	68.29	5	0	1
2001	617	0	4.2	11.4739	1	8.461189706	55	C	456235944.4	5.4356	-0.17050987	62.1332	68.75	67.98	5	0	1
2002	617	0	5.2	18.9109	1	8.461062574	56	C	581936315.7	8.2184	-0.167001326	66.729	68.75	68.16	5	0	1
2003	617	1	6.2	21.8982	1	8.461224521	57	C	623613814.2	8.7584	0.287570128	61.1397	68.75	67.77	5	0	1
1999	619	1	3.8	6.3616	0.5	8.37945463	48	C	184496035	5.6873	2.642436284	10.2369	66	65.55	7	0.00006	1
2000	619	0	1.25	46.1867	0	7.946867108	43	C	714184660.3	24.8951	0.453023084	62.2812	51	36	7	0	1
2001	619	0	2.25	58.5489	0	7.946851294	44	C	1000027131	24.0809	-0.228658189	59.6732	51	36	7	0	1
2002	619	0	3.25	24.1962	0	7.584554863	45	C	1498425705	20.249	-0.016549202	16.6913	42.5	30	9	0	1
2003	619	0	4.25	4.8386	1	7.582470072	46	C	2068477169	4.7199	-0.330467391	36.748	42.5	30	9	0	1
2004	619	1	5.25	4.4497	1.5	7.582547941	47	C	2415535788	5.0056	-0.161101992	42.8355	42.5	30	9	0	1
1999	625	1	3.5	2.2787	1	8.145373659	54	C	7093918000	3.431	0.16214674	60.4468	57.77	47.78	11	3.42E-06	1
1999	626	1	2	17.5665	0	7.385959194	48	M	331658944.2	12.8382	2.637868014	49.9059	30.6	12.26	11	0	1
2000	626	0	0	2.4929	0	7.385959194	47	M	653988680.7	5.3576	-0.272015085	72.3491	30.6	12.26	11	0	1
2002	626	0	2	15.8476	0	7.879091617	48	M	1347746418	9.5188	0.131189562	76.8865	41.26	10.66	13	0	0
2003	626	0	3	15.8807	0	7.878961226	50	M	1750093857	7.7018	-0.021680084	78.0783	41.26	10.66	11	0	0
2004	626	0	4	9.2672	0	7.878961226	51	M	1954965439	7.4067	-0.131596723	77.7219	41.26	10.66	11	0	0
2005	626	0	5	-7.8107	0	7.879152263	52	M	1498018490	4.3448	-0.577563943	82.7715	41.26	10.66	11	0	0
2003	627	0	0	-7.181	0	7.286679199	41	C	1090972351	-2.9337	-0.635991682	34.1179	28.97	7.59	11	0	0
2004	627	0	1	0.7851	0	7.286679199	42	C	1081321681	1.444	-0.419420645	33.0528	28.97	7.59	7	0	0
2005	627	0	2	1.0847	0	6.772570978	43	C	1087923625	2.0505	0.071693101	32.7869	20.17	3.36	7	0	0
1999	628	0	1.5	2.6138	0	5.557500423	52	J	1452997183	4.6092	0.436360907	62.1823	15.69	13.21	9	0.000018599	1
2000	628	0	2.5	0.7163	0	5.545204397	53	J	1628052809	2.7352	0.129009742	65.3911	15.69	13.21	9	0.000018599	1
2001	628	0	3.5	0.8325	0	5.527598445	55	J	1805868722	3.5082	-0.315305282	67.3213	15.69	14.15	8	0.000018599	1
2002	628	0	4.5	0.4891	0	5.527598445	56	J	1961930662	2.832	-0.304056343	68.582	15.69	14.15	9	0.000018599	1
2003	628	1	5.5	-36.6403	0	5.527598445	57	J	1871683306	-5.9894	-0.252332771	76.4145	15.69	14.15	9	0.000018599	1
2004	628	1	1	0.5885	0	5.527598445	39	J	1873005836	4.2028	-0.293252377	76.1295	15.69	14.15	9	0	1
1999	629	0	2.1	8.0461	4	8.405434876	58	C	8122475495	8.6832	0.050438448	51.6349	66.75	62.79	12	0.000010427	1
2000	629	0	3.1	11.4427	4	8.405435166	59	C	7074791478	11.4877	0.301059299	41.6246	66.75	62.79	12	0.000010427	1
2001	629	0	4.1	11.2767	4	8.405432572	61	C	7240816792	11.0866	-0.098508046	39.1398	66.75	62.79	13	0.000010427	1
2002	629	0	5.1	10.7315	4	8.40548032	62	C	8033117456	10.2844	0.025000518	41.0739	66.75	62.79	15	0.000010427	1
2003	629	0	6.1	10.1785	4	8.000820277	63	C	9908270882	8.7077	-0.036219908	33.1426	54.52	51.29	15	0.000010264	1
2004	629	0	7.1	11.6745	6	7.916088056	64	C	11314605450	8.6802	-0.209492866	33.7279	52.26	49.16	10	8.17E-06	1
2005	629	1	8.1	10.4334	8	7.9887833	65	C	13606522977	7.8488	0.402713657	40.1214	54.22	51.51	9	9.42E-06	1
2003	630	0	0.6	7.373	1	8.032024398	60	C	5053007054	5.4354	0.365851244	51.6313	55.43	54.05	11	5.03E-06	1
2004	630	1	1.6	12.1891	1	7.815292854	60	C	6336716600	7.9253	-0.194071676	49.9913	49.62	46.83	11	6.32E-06	1
2005	630	0	0	14.9375	1	7.170383201	43	C	8347303584	9.5635	0.596342949	53.7471	35.52	31.15	12	5.08E-06	1
1999	630	0	2	12.6364	0	8.502581702	40	C	1671371028	10.8141	0.352754845	34.2699	70.18	69	13	0.000014286	1
2000	630	0	3	9.3006	0	8.164291264	41	C	2758815830	8.6646	0.2616491	29.1363	59.26	58.34	13	0.000020105	1
2001	630	0	4	6.0869	0	8.164226051	42	C	2997844182	5.5241	-0.245829242	34.9736	59.26	58.34	13	0.000020105	1
2002	630	1	5	6.7167	0	8.164253378	43	C	3472414805	6.3133	-0.013162577	41.0018	59.26	58.34	15	0.000020105	1
1999	632	1	4.5	9.7375	0	6.800819189	43	M	1273634142	5.4365	0.409069772	58.8505	27.79	21.66	4	0.000277859	1
2001	632	0	0	5.5676	0	6.655695916	39	M	1983610710	7.0635	0.128578675	61.286	25.84	20.31	8	0	1
2002	632	0	1	4.1334	0	6.655695916	40	M	2779078590	8.1942	0.183240747	69.1544	25.84	20.31	9	0	1
2003	632	0	2	4.3023	0	6.655695916	41	M	2999169408	5.859	0.025797182	67.8669	25.84	20.31	9	0	1
2004	632	0	3	-3.0497	0	6.655695916	42	M	3023180695	2.5411	-0.706769032	71.3008	25.84	20.31	9	0	1
2005	632	0	4	-39.0949	0	6.655695916	43	M	2948833817	-5.2567	-0.201502286	80.3453	25.84	20.31	9	0	1
1999	635	0	3.9	9.1399	2	7.580539995	55	C	486955131.5	7.4657	0.603481193	32.4085	43.34	36.58	9	0.000039761	1
2000	635	1	4.9	7.3011	2	7.40518826	56	C	727940831.2	5.5441	0.263893655	34.8377	39.77	33.83	9	0.00004539	1
2001	635	0	0.75	-61.1871	0	7.40518826	48	C	549015427.5	-29.3865	-0.380678453	66.6255	39.77	33.83	10	0.00004539	1
