YEAR	CODE	CHANGE	TENTURE	ROE	MEDIA	S0	AGE	INDUSTRY	ASSET	ROA	RETURN	DEBTRATIO	S1	S12	BOARDSIZE	CEOSTOCK	CONTROL
2002	600067	0	1	8.07	0	6.561317753	48	C	945862926.5	6.024	0.007017978	66.4131	26.28	23.58	6	0	0
2003	600067	0	2	20.1761	0	6.554122987	49	C	2240009462	7.7651	0.451980287	80.276	26.28	24.27	9	0	0
2004	600067	0	3	15.8178	0.5	6.554122987	50	C	2656705929	5.2239	-0.317489095	79.773	26.28	24.27	10	0	0
2005	600067	0	4	20.3606	1	6.221910173	51	C	2977465345	6.7365	0.148897493	76.5757	21.97	18.34	9	0	0
1999	600068	0	1	10.611	0	8.096723709	51	E	4115282951	9.979	0.228762008	31.0652	57.3	56.8	16	0	1
2000	600068	1	2	7.0995	0	7.864380335	52	E	4583782617	6.4066	0.068982364	31.4806	51.01	50.1	15	0	1
2001	600068	0	1	4.6225	0	7.815854028	45	E	4904076137	3.2772	-0.21363552	32.804	49.78	48.55	11	0	1
2002	600068	0	2	2.5105	0	7.373560984	46	E	4844251056	2.3252	-0.177222561	30.5375	38.93	30.43	13	0	1
2003	600068	1	3	1.5006	0	7.35983358	47	E	7855984786	1.6936	0.006964906	52.1116	38.65	30.15	16	0	1
1999	600069	0	1	2.6737	2	7.604149432	61	C	829870497	3.1796	0.235744795	22.7278	39.26	17.7	9	0.000167922	1
2000	600069	1	2	1.6248	2	7.60402787	62	C	913354533.1	1.803	0.112137103	29.4566	39.26	17.7	9	0.000167922	1
2001	600069	1	0.5	-44.5663	0	7.603997864	39	C	960701823.9	-22.5057	-0.348666545	60.6505	39.26	17.7	9	0	1
2002	600069	0	0	4.2025	0	7.604003347	36	C	870013042.5	3.4272	-0.089555537	54.5889	39.26	17.7	11	0	1
2003	600069	0	1	7.4585	0	7.443579244	37	C	1138420996	4.5423	-0.105361297	62.5649	39.26	29.34	10	0	1
2004	600069	0	2	10.096	0.5	7.443583633	37	C	1465178848	4.8902	-0.372610731	67.7914	39.26	29.34	10	0	1
2005	600069	0	3	21.33	0.5	6.847391817	38	C	1834026268	8.2762	0.395486807	67.8801	29.14	21.78	10	0	1
1999	600071	0	1	10.0683	0	8.006759991	55	C	465469670	10.3947	0.766490601	25.4674	54.75	53.36	10	0.000102835	1
2000	600071	0	2	10.7042	0	8.008936432	56	C	563888467	9.5345	1.361895782	31.1734	54.75	51.94	11	0.000102835	1
2001	600071	1	3	9.3796	1	8.005709952	57	C	660999613.4	7.7373	-0.423379813	34.9377	54.75	54.24	11	0.000102837	1
2003	600072	0	1.5	0.7328	2	7.998291779	59	C	1232858731	0.5711	-0.043071235	18.6293	54.55	54.24	9	0.000075873	1
2004	600072	1	2.5	0.7534	2	7.998370409	60	C	1242755008	0.6845	-0.5412115	18.6691	54.55	53.95	9	0.000075873	1
2001	600072	0	1	2.9002	0	7.998568803	42	C	1101872422	3.3662	0.054003024	12.9648	54.55	53.59	9	0	1
2002	600072	1	2	3.1103	0	7.998297963	42	C	1120108962	3.2641	-0.170765533	11.6767	54.55	54.19	11	0	1
1999	600072	0	1	7.5976	0	7.999053821	46	C	1069187372	7.9119	0.346692258	14.0733	54.55	53.18	9	0.000075752	1
2000	600072	1	2	2.1425	0	7.998253605	47	C	1076070687	2.6149	0.166719885	12.8415	54.55	54.41	9	0.000075752	1
1999	600073	0	3	13.0341	3	8.286022484	44	C	1392823137	10.0207	2.725923764	38.0072	62.96	61.11	7	0.000062963	1
2000	600073	0	4	10.3356	3	8.285014395	45	C	1338139641	8.6763	-0.31265906	37.2018	62.96	62.81	7	0.000062963	1
2001	600073	0	5	4.3837	3	8.285008744	46	C	1279093986	5.437	-0.016517824	32.3564	62.96	62.83	7	0.000062963	1
2002	600073	0	6	1.3286	3	8.285024688	47	C	1455212379	3.0134	-0.290875669	38.6564	62.96	62.77	7	0.000062963	1
2003	600073	1	7	0.2892	3	8.285015909	47	C	1545029045	2.1582	0.034652864	41.5011	62.96	62.76	9	0.000062963	1
2004	600073	1	1	0.8333	0	8.285005969	59	C	1637357072	2.4205	-0.261945806	46.3096	62.96	62.85	9	0	1
1999	600074	1	1	7.7531	0	7.212104996	58	C	1076926818	6.3528	0.34109884	54.7129	22.61	1.39	7	0	1
2003	600074	0	1	10.5798	1	7.064341419	54	C	3072543370	9.1318	0.068318496	52.3782	29.29	12.02	9	0	0
2004	600074	1	2	6.8818	1	7.060527438	55	C	3526092127	7.3003	-0.500596547	56.3945	29.29	12.02	9	0	0
2000	600074	0	1	12.4699	0	7.286645037	48	C	1110060153	8.7903	0.295841871	51.127	29.22	9.38	7	0.0000361	0
2001	600074	0	2	13.4232	0	7.242820312	49	C	1475885970	9.5245	-0.194724863	55.705	29.22	9.38	7	0.0000361	0
2002	600074	1	3	10.2673	0	7.064164321	50	C	2510434091	8.9366	-0.038478191	50.1184	29.29	12.02	9	0.000027532	0
2005	600074	1	1	6.3466	0	7.058842414	44	C	4077938291	6.0877	0.417223522	66.2927	29.29	12.02	9	0	0
2002	600076	0	1	0.336	0	5.961515519	54	G	1875682198	2.1409	-0.355638629	45.5924	17.73	10.02	8	0	1
2003	600076	1	2	0.9523	0	5.961515519	55	G	2050854574	1.3749	-0.022171288	48.1404	17.73	10.02	9	0	1
2000	600076	0	1	9.7883	0	6.222915695	37	G	1029671146	8.7201	-0.039169343	36.6683	20	11.3	17	0	1
2001	600076	1	2	7.5142	0	6.202467094	38	G	1569031762	6.2755	-0.421791977	56.2696	20	11.3	17	0	1
1999	600077	1	2	10.0036	0	7.990566824	45	G	637742236.3	10.1978	0.628590613	38.211	53.54	46.59	12	0	1
2000	600077	0	0	8.2685	0	7.973569304	39	G	794811011.1	7.3775	-0.233206119	43.5443	53.54	48.34	12	0	1
2001	600077	0	1	0.5868	0	7.97335879	40	G	748893658.5	2.3453	-0.320028165	46.9557	53.54	48.34	9	0	1
2002	600077	1	2	-13.8789	0	7.973356585	41	G	503793243.7	-6.62	-0.376541174	36.7444	53.54	48.34	9	0	1
2003	600077	1	1	-3.2652	0	7.973353794	36	G	499206827.4	-0.8592	-0.091748603	39.7863	53.54	48.34	9	0	1
1999	600078	0	2	9.0178	0	7.177190562	47	C	766461013.6	9.407	0.781070379	16.7549	32.07	19.13	11	0	0
2000	600078	1	3	5.7333	0	7.32648785	48	C	813969353.7	6.7192	-0.076613578	20.4423	32.07	12.15	9	0	0
1999	600079	0	0	8.6227	0	7.002765959	43	M	471408053.6	10.0622	1.244776385	38.3218	29.76	15.63	7	0.000760784	0
2000	600079	0	1	13.2895	0	6.959020568	44	M	518116603.7	11.1172	0.339291485	37.2554	29.76	18	9	0.000760784	0
2001	600079	0	2	9.9052	0	6.901266573	45	M	991266129.9	8.6577	-0.362711174	59.9964	29.76	21.61	9	0.000760784	0
2002	600079	0	3	4.9751	0	6.653897333	46	M	1426980479	6.3956	-0.20675268	52.157	25.81	18.74	9	0.000857825	0
2003	600079	0	4	6.2126	0	6.805817676	47	M	1686243277	6.2404	-0.134873182	59.5823	28.69	21.62	9	0.000857825	0
2004	600079	0	5	6.6818	0.5	6.797924676	48	M	1810176856	5.9771	-0.43221543	60.5397	28.69	21.62	9	0.000857825	0
2005	600079	1	6	9.2267	0.5	6.167337439	49	M	2044923207	7.2555	0.53974916	62.3999	20.93	15.77	9	0.001180473	0
2000	600081	0	0	16.7975	0	8.635087172	43	C	753397981.7	10.957	1.546164382	44.6619	75	74.5	9	0	1
2001	600081	0	1	12.8094	0	8.63508671	44	C	877399121.3	8.3925	-0.208985314	53.9822	75	74.5	8	0	1
2002	600081	0	2	16.7406	0	8.635245826	45	C	1006403592	9.927	-0.204397691	50.8916	75	73.91	9	0	1
2003	600081	0	3	10.8122	0	8.635263866	46	C	1036848925	8.6922	-0.371346797	48.6463	75	73.85	9	0	1
2004	600081	0	4	6.8625	0	8.635151661	47	C	1129188310	5.2276	-0.547823172	48.7243	75	74.12	9	0	1
2005	600081	0	5	-24.5913	0	8.635117373	49	C	1093785757	-9.4241	-0.303389424	62.4791	75	74.21	9	0	1
1999	600081	1	3	17.666	0	8.635958358	56	C	410062416.3	12.0401	1.229428438	43.6736	75	72.86	9	0.000039075	1
2001	600082	0	1	-22.8885	0	6.215469328	37	J	350930945.9	-7.1257	-0.27905921	7.7679	22.34	21.46	9	0.000021815	1
2002	600082	0	2	8.2711	0	6.228608238	37	J	522293051.9	9.6937	-0.09639196	33.3046	22.34	19.73	9	0	1
2003	600082	1	3	13.705	0	6.217077248	38	J	759469003.6	10.4506	0.341256791	44.7919	22.34	21.46	9	0	1
1999	600082	0	0.5	0.4612	0	6.216700308	45	J	1059349351	0.8441	1.192715589	50.9429	22.34	21.44	9	0.000021815	1
2000	600082	1	1.5	-20.497	0	6.215505296	46	J	1176877774	-6.0373	0.046549964	63.5509	22.34	21.46	9	0.000021815	1
2002	600084	0	1.5	10.8917	0	7.85554274	36	H	2481127881	7.4407	-0.070777748	66.6508	50.3	45.58	13	0	1
2003	600084	0	2.5	7.3483	0	7.855543631	37	H	5400026840	4.9931	-0.046223802	82.8829	50.3	45.58	9	0	1
2004	600084	1	3.5	0.9856	0.5	7.855549252	39	H	5054551044	3.5465	-0.283687865	80.8746	50.3	45.58	9	0	1
1999	600084	0	0	8.5632	1	7.855566306	43	H	1037872098	7.025	0.663565282	46.3203	50.3	45.58	9	0.000101178	1
2000	600084	0	1	14.7118	1	7.855869896	44	H	1586418257	9.828	0.448227447	59.2856	50.3	45.58	11	0.000101178	1
2001	600084	1	2	11.1453	1.5	7.855547973	45	H	1923776235	7.0717	-0.220730007	64.0214	50.3	45.58	11	0.000101178	1
2001	600086	0	0	5.1531	0	7.029940964	38	C	756557120.3	5.5712	-0.159681866	27.8121	23.61	1.61	9	0	1
2002	600086	0	1	0.1838	0	7.098453569	38	C	809239496.3	1.8475	-0.058068524	30.1883	25.25	3.25	12	0	0
2003	600086	1	2	-5.518	0	7.098453569	39	C	870877972.9	-0.9882	-0.553350326	35.854	25.25	3.25	13	0	0
1999	600086	0	0	9.0447	0	7.798400518	49	C	552560279.5	7.9751	0.118950233	25.4375	48.11	38.64	9	0.000469171	1
2000	600086	1	1	6.9749	0	7.69169527	49	C	773286708.7	6.5887	1.350091862	32.8338	45.61	36.63	9	0.000454182	1
2004	600086	0	0	-48.3006	0.5	7.093769925	50	C	650984527.4	-26.8215	-0.714035103	46.3808	25.25	3.25	13	0	0
2005	600086	0	1	1.7306	0.5	6.78402654	51	C	544291084.3	3.3177	0.255074968	39.3576	22	7.24	13	0	0
1999	600087	0	0	11.7181	0	7.457901746	60	F	861587345.4	12.4868	1.184454382	11.6773	41.4	38.99	16	0	1
2000	600087	1	1	14.7857	0	7.457901746	61	F	957489129	15.1015	0.133394721	15.9315	41.4	38.99	15	0	1
2001	600087	0	0	14.3032	0	7.457901746	47	F	959704375.2	14.3638	-0.196162119	15.5331	41.4	38.99	15	0	1
2002	600087	0	1	15.2253	0	7.457901746	48	F	1280182515	13.1765	-0.102592995	34.6808	41.4	38.99	17	0	1
2003	600087	0	2	15.8875	1	7.349221307	49	F	1477634264	13.2542	0.351913031	22.6143	39.21	36.93	9	0	1
2004	600087	0	3	14.0833	1	7.304822961	50	F	1816875624	15.8112	-0.272356071	26.5026	38.35	36.12	9	0	1
2005	600087	0	4	17.4812	1	6.942762416	51	F	2098638646	18.5855	0.03923968	31.9422	32	30.14	9	0	1
2000	600088	0	2	3.3554	0	8.311024843	62	L	807277802	3.1549	0.056591139	11.538	63.76	62.77	11	0	1
2001	600088	0	3	3.737	0	8.311075745	63	L	969070737.5	4.4006	-0.239332612	23.8093	63.76	62.77	13	0	1
2002	600088	1	4	0.3116	0	8.311022655	63	L	910149554.2	1.089	-0.325097803	17.7217	63.76	62.77	15	0	1
2000	600091	0	0.5	11.222	0	8.104640022	53	C	1129319379	8.9907	-0.074787086	30.9838	57.53	57.28	5	0	1
2001	600091	1	1.5	8.1064	0	8.104646548	54	C	1655661086	6.7186	-0.309506745	52.3259	57.53	57.24	5	0	1
1999	600091	1	1	11.8499	0	8.10838749	30	C	1151661649	9.5021	0.269576867	33.7251	57.53	54.01	5	0	1
1999	600093	0	3	8.5821	0	7.911965455	50	A	681471612.8	8.4657	0.41371851	41.259	52.08	49.44	8	0.000066667	0
2000	600093	0	4	6.1707	0	7.911965455	51	A	721839352.5	4.9945	0.291703729	45.1824	52.08	49.44	10	0.000066667	0
2001	600093	0	5	4.2797	0	7.911965455	52	A	816425279.2	4.7464	0.119438551	48.3569	52.08	49.44	9	0.000066667	0
2002	600093	0	6	4.1781	0	7.911965455	53	A	981667847.7	5.0083	-0.28905705	55.8597	52.08	49.44	8	0.000066667	0
2003	600093	0	7	2.138	0	7.911965455	54	A	1054347777	3.6565	-0.387249614	56.672	52.08	49.44	9	0.000066667	0
2004	600093	1	8	-1.6943	0	7.911965455	55	A	1053901993	1.8493	-0.525159544	56.4595	52.08	49.44	9	0.000066667	0
1999	600094	0	1	12.1494	1	6.059868245	59	C	2408227268	8.5194	1.338199409	56.0502	18.6	11.82	15	0.000020962	1
2000	600094	0	2	10.9506	1	6.223926547	60	C	3267549247	8.4212	0.136314704	47.1577	16.24	0.98	15	0.000028057	1
2001	600094	0	3	5.6677	1	6.223926547	61	C	3829409524	5.926	-0.244528448	54.7388	16.24	0.98	17	0.00006527	1
2002	600094	0	4	3.0106	1	6.908719814	62	C	4479913478	3.9031	-0.255741992	60.1814	31.51	29.45	15	0.00006527	1
2003	600094	1	5	3.9677	1	6.908764669	63	C	5615608659	4.2039	-0.152635213	66.2197	31.51	29.45	15	0.00006527	1
1999	600095	1	3	9.2763	0	6.758362181	54	C	1236650787	7.1587	1.493206378	40.2492	26.98	16.46	6	0	1
2002	600095	0	1	1.182	0	6.75832572	47	C	1451053642	0.9927	-0.228008553	56.6405	26.98	16.46	9	0	1
2003	600095	0	2	1.0335	0	6.758289375	48	C	919986109.3	1.6638	-0.211835392	31.8476	26.98	16.46	8	0	1
2004	600095	1	3	0.6271	0	6.758293556	49	C	951098644.3	1.2217	-0.478489278	33.6546	26.98	16.46	7	0	1
2000	600095	0	0.5	2.8374	0	6.758325024	59	C	1646390839	2.2978	-0.140793582	52.8718	26.98	16.46	6	0	1
2001	600095	1	1.5	-7.5646	0	6.758343718	60	C	1573759135	-2.3365	-0.327522063	59.4064	26.98	16.46	9	0	1
2001	600096	1	1	13.4838	0	8.57682973	40	C	1915646577	11.4416	-0.179384306	35.3894	72.84	71.76	9	0.000011136	1
2002	600096	0	0.75	12.7803	0	8.576917154	50	C	2420465496	9.7836	-0.052212036	46.1518	72.84	71.54	9	0	1
2003	600096	0	1.75	15.3318	0	8.576783076	51	C	3373493635	9.9295	0.255822215	54.2165	72.84	72.13	9	0	1
2004	600096	1	2.75	27.8435	0	8.473976791	52	C	4570390349	15.5994	0.098477307	46.3927	69.16	67.85	9	0	1
1999	600096	0	0	19.6622	1	8.823200492	47	C	1734984979	18.6025	0.07899713	12.9208	82.4	82.01	7	7.22E-06	1
2000	600096	1	1	12.6636	1	8.576623029	47	C	1556235700	11.9286	0.149109203	28.4272	72.84	72.24	9	0.000011136	1
1999	600097	0	0	-22.4048	0	7.845554555	48	A	715315841.2	-9.4101	0.752516223	60.3898	48.08	33	9	0.000103941	1
2000	600097	1	1	-45.1942	0	7.270690964	49	A	620007773.6	-10.1187	-0.217292784	95.8158	28.58	9.08	5	0.000103941	0
2001	600097	0	1	17.763	0	7.270690964	42	A	394026083.4	3.3915	0.099484073	66.6926	28.58	9.08	7	0	0
2002	600097	0	2	7.6376	1	7.270690964	43	A	409619429.1	4.8142	-0.350900614	64.378	28.58	9.08	8	0	0
2003	600097	0	3	6.6235	3	7.270690964	44	A	473878826.3	4.7292	-0.120816969	66.9497	28.58	9.08	9	0	0
2004	600097	0	4	6.7767	5	7.270690964	45	A	456580012.2	4.3223	-0.458495104	63.3312	28.58	9.08	5	0	0
2005	600097	1	5	7.6504	5	7.270690964	46	A	494866358.8	4.9107	0.330093512	63.4805	28.58	9.08	5	0	0
1999	600100	0	2.75	16.4841	0	7.948977904	64	G	2563531438	11.7676	0.759577941	38.5374	53.18	51.84	7	0	1
2000	600100	1	3.75	12.1356	0	7.841774096	65	G	5290579684	9.0719	-0.550318591	34.1897	50.4	49.2	7	0	1
1999	600101	1	3	18.9389	0	7.117545591	58	D	663013921	18.8117	0.529737516	12.44	32.72	23.54	11	0.000068832	1
2000	600101	0	1	13.4517	0	7.108565038	53	D	970409596.9	11.4179	-0.030723001	27.2897	32.72	23.54	11	0	1
2001	600101	0	2	9.6381	0	6.952418367	54	D	1362256060	8.0926	-0.215539683	26.7227	29.07	19.7	10	0	1
2002	600101	1	3	7.7866	0	6.872288814	55	D	1425359428	6.4962	-0.108948861	23.5662	29.07	21.15	13	0	1
2003	600101	0	0.5	9.5063	0	6.828748976	29	D	2294338379	7.0853	-0.60989997	42.8744	28.14	20.15	11	0	0
2004	600101	0	1.5	7.1234	0	6.84735347	30	D	2586967920	5.8441	-0.293609241	46.0365	28.14	20.15	11	0	0
2005	600101	1	2.5	-28.9455	0	6.847055106	31	D	2204290780	-12.3731	-0.52889781	57.6417	28.138	20.144	11	0	1
2000	600103	0	1	11.105	0	6.391570655	46	C	2389614259	9.1572	0.400811095	32.0367	22.65	14.38	9	0.000047855	1
2001	600103	1	2	7.0291	0	5.660492159	47	C	2349532674	6.6853	-0.273198378	30.8138	10.11	0.2	9	0.000047855	1
1999	600103	1	3	8.6398	1	6.622701749	50	C	2054651799	7.426	0.387911634	28.3716	26.05	17.78	9	0.000066997	1
1999	600104	0	1	17.7584	3	8.497452765	56	C	6055843581	14.7989	0.251630208	32.6185	70	68.99	6	0	1
2000	600104	0	2	16.7472	3	8.497100927	57	C	6807967212	13.7222	0.219484567	29.3766	70	69.48	7	7.20E-06	1
2001	600104	0	3	12.1806	3	8.49943934	57	C	10054325601	10.6588	-0.267482944	19.0454	70	66.56	9	0	1
2002	600104	0	4	13.05	3	8.497445279	58	C	10700458520	11.0524	0.723579751	22.5726	70	68.86	9	7.20E-06	1
2003	600104	1	5	16.7857	3	8.49733671	59	C	12092059919	14.5378	0.18210585	18.4682	70	69.28	10	7.20E-06	1
1999	600105	0	0	12.9359	0	7.829294772	63	G	891964206.5	11.6844	0.633464522	29.556	49.86	46.88	19	0.000400624	0
2000	600105	0	1	9.5531	0	7.826646666	64	G	993506562.5	8.6721	0.038174493	32.7518	49.86	46.88	19	0.000801248	0
2001	600105	1	2	11.2896	0	7.826646666	65	G	1319481929	9.4217	-0.207402094	46.9217	49.86	46.88	13	0.000801248	0
2002	600106	0	0	7.7253	0	8.524540613	40	F	1483285596	6.9578	-0.258135972	35.1337	70.97	70.7	9	0	1
2003	600106	0	2	7.9219	0	8.524521514	41	F	2021560983	6.4144	-0.060852728	48.5177	70.97	70.85	9	0	1
2004	600106	0	3	6.1496	0	8.524521389	42	F	2249500742	5.4966	-0.291015224	52.2234	70.97	70.85	9	0	1
2005	600106	0	4	7.5561	0	8.186706911	43	F	2935598419	4.6669	-0.271267736	61.6591	59.94	59.77	9	0	1
1999	600108	0	0	13.2816	1	6.862704041	58	A	1669329393	9.8415	0.937450761	36.0358	27.05	17.07	13	0.000076023	1
2000	600108	0	1	10.6566	1	6.766998532	59	A	1639305635	7.6625	0.030922606	28.6417	27.05	17.07	13	0.000076023	1
2001	600108	0	2	7.1146	1	6.506373124	60	A	1842727605	5.972	-0.255124341	24.1458	22.51	14.11	13	0.000063269	1
2002	600108	0	3	5.7178	1	6.506373124	60	A	2496908847	4.5016	-0.156216624	39.6554	22.51	14.11	13	0.000063269	1
2003	600108	0	4	6.298	1	6.506373124	61	A	2568040704	5.0219	0.133523238	37.4295	22.51	14.11	13	0.000063269	1
2004	600108	0	5	3.2035	1.5	6.506373124	63	A	2391085833	3.265	-0.401689933	29.6257	22.51	14.11	13	0.000063269	1
2005	600108	1	6	0.6651	15	6.506373124	64	A	3156303876	1.9458	0.103954124	40.0546	22.51	14.11	12	0.000063269	1
1999	600111	0	0.75	9.9789	0	7.941164684	49	C	773412268.2	9.7998	0.883605439	14.1513	51.06	37.62	9	0	1
2000	600111	0	1.75	11.776	0	7.792069529	50	C	1223090825	9.8962	0.215892401	12.0014	47.49	35.35	9	0	1
2001	600111	1	2.75	7.9695	0	7.792010717	51	C	1293718483	6.3359	-0.216557354	15.3896	47.49	35.35	9	0	1
1999	600112	1	1.5	6.7227	1	8.490418035	52	C	627846526.9	5.4307	0.613064363	26.5944	69.77	69.64	9	0.000026453	1
2004	600112	1	1	7.6141	0	7.405558518	42	C	545548008.2	5.8066	-0.370700369	43.8361	27	4.81	7	0	0
2000	600112	0	1	7.4303	0	8.492849084	53	C	793995028.7	5.671	0.342305663	38.7582	69.77	66.33	10	0	1
2001	600112	0	2	1.8998	0	8.491481501	54	C	686182724	1.6906	-0.195671326	30.1186	69.77	67.49	7	0	1
2002	600112	0	3	-51.7986	0	7.952786114	56	C	476212530.3	-33.2798	-0.37528298	41.2233	49.19	28.61	8	0	1
2003	600112	1	4	1.3156	0	7.952702691	57	C	469166085.7	1.4429	0.134794642	39.5504	49.19	28.61	8	0	1
2005	600112	0	0	6.0047	0	7.40622567	41	C	549645393.4	5.5973	-0.083695279	39.3477	27	4.81	9	0	0
1999	600113	0	0	6.5254	1	8.382404987	60	C	378010256.5	4.8981	0.352063899	3.501	66.1	65.7	9	0	1
2000	600113	0	1	4.1941	1	8.382518471	61	C	435746844.7	3.5341	0.183574405	18.233	66.1	65.25	9	0	1
2001	600113	0	2	0.6843	1	8.382447416	62	C	431100856.8	1.1548	-0.207802617	17.8603	66.1	65.47	10	0	1
2002	600113	0	3	1.2571	1	8.382388783	64	C	409941858.4	2.1048	-0.288348546	8.0992	66.1	65.72	12	0	1
2003	600113	1	4	1.56	1	8.382353561	65	C	492240803.1	1.526	-0.214064986	21.7091	66.1	65.93	6	0	1
1999	600115	0	0	3.1498	0	8.449366861	59	F	26959747352	4.5334	0.387584002	74.2515	61.64	32.1	11	5.75E-07	1
2000	600115	1	0.5	0.3022	0	8.45470015	60	F	26986298143	3.6053	0.257718019	74.2495	61.64	31.68	11	5.75E-07	1
2001	600115	0	1.25	2.0691	0	8.454327127	59	F	27355226064	3.6812	-0.123997097	75.9553	61.64	31.71	11	0	1
2002	600115	0	2.25	1.9841	0	8.454579771	60	F	31426196690	3.6388	-0.101228752	78.6515	61.64	31.69	11	0	1
2003	600115	1	3.25	-14.351	0	8.457513609	61	F	36687479347	0.8925	0.151135395	84.2192	61.64	31.46	11	0	1
2004	600116	0	1	2.6321	0	6.791289663	39	D	1131324253	2.8308	-0.480580265	62.8108	21.16	2.43	11	0	1
2005	600116	1	2	4.9745	0	6.791289663	40	D	1010109009	4.3253	0.552945928	55.8927	21.16	2.43	11	0	1
2003	600116	1	1	-50.182	0	6.791289663	47	D	1167087057	-17.4099	-0.335563081	65.0636	21.16	2.43	11	0	1
1999	600116	1	3	6.24	0	6.893995851	46	D	1102132535	4.4124	0.005954249	48.0346	21.16	2.43	11	5.04E-06	1
2000	600116	0	1	7.0414	0	6.791289663	48	D	1133516025	5.6898	0.380062871	51.976	21.16	2.43	9	5.04E-06	1
2001	600116	0	2	3.9246	0	6.791289663	49	D	1136034015	3.9607	-0.235317206	52.8944	21.16	2.43	9	5.04E-06	1
2002	600116	1	3	1.5993	0	6.791289663	50	D	1180493989	2.7015	-0.267237679	54.4772	21.16	2.43	15	5.04E-06	1
2001	600117	1	1.25	6.5247	0	8.500916461	46	C	2725266536	5.2179	-0.270443258	48.607	70.13	69.25	11	4.96E-06	1
2005	600117	1	1	8.3614	0	8.27404199	39	C	5678340972	4.7146	0.823202308	62.2753	62.57	60.35	9	0	1
2002	600117	0	0.6	8.7072	0	8.500916461	46	C	2952283130	6.2556	0.057256661	58.9869	70.13	69.25	8	4.38E-06	1
2003	600117	0	1.6	7.2131	0	8.500916461	47	C	3354457320	5.602	-0.169604924	61.203	70.13	69.25	9	4.38E-06	1
2004	600117	1	2.6	7.5677	0	8.342826542	48	C	4539845478	5.1636	-0.377844605	56.7506	64.8	63.99	9	4.05E-06	1
1999	600118	0	0	8.7081	0	7.982362163	40	G	328742111.5	9.3911	3.660412655	16.3247	53.95	50.91	7	0.000151976	1
2000	600118	0	1	6.3385	0	7.982362163	41	G	360810249.7	7.189	-0.089387159	17.267	53.95	50.91	7	0.000151976	1
2001	600118	1	2	3.6961	0	7.982362163	42	G	351180942.9	4.5036	-0.034056307	15.5653	53.95	50.91	7	0.000151976	1
2002	600118	0	1	8.6354	0	7.873389508	43	G	622750145.7	8.4979	-0.200612551	40.7269	51	47.96	11	0	1
2003	600118	0	2	7.546	0	7.525783738	44	G	846973012.9	5.1496	-0.287656087	51.6466	41.67	32.34	9	0	1
2004	600118	1	3	1.051	0	7.525783738	45	G	1129459957	0.8038	-0.443777802	60.5963	41.67	32.34	9	0	1
1999	600119	0	2.25	4.0775	0	8.046973987	44	M	696905557.4	3.3962	0.470965243	47.8118	55.21	48.52	9	0.00012	1
2000	600119	1	3.25	6.2124	0	8.046988838	45	M	786662945.4	4.8683	0.146621509	49.3249	55.21	48.52	9	0.00012	1
2003	600120	0	0	10.9657	0	7.607936562	53	H	2589662395	7.8055	-0.369260393	56.7403	43.33	33.12	9	0.000850517	1
2004	600120	0	1	10.6007	0	7.607791972	54	H	2680026896	6.6685	-0.446649283	56.116	43.33	33.12	9	0	1
2005	600120	0	2	9.0892	0	7.607791972	55	H	2458676136	12.2341	0.028856635	47.1392	43.33	33.12	7	0	1
1999	600120	0	0	18.9904	0	7.73680911	48	H	818359821.2	11.1713	1.256975901	53.4012	46.19	35.08	7	0.0008	1
2000	600120	0	1	18.1943	0	7.603096401	48	H	1318159493	11.7072	0.389374142	47.931	43.33	33.12	7	0.000888283	1
2001	600120	0	2	15.7496	0	7.602966927	49	H	1568888138	11.1058	-0.07365415	47.108	43.33	33.12	7	0.000888283	1
2002	600120	1	3	14.6053	0	7.604012169	50	H	2444860029	10.68	-0.112754989	58.0446	43.33	33.12	9	0.000888282	1
2001	600121	0	1.2	6.142	0	8.590095674	57	D	2041302159	6.1263	-0.300538017	40.098	73.33	72.85	11	0.00001	1
2002	600121	0	2.2	6.3577	0	8.590046455	58	D	2183828720	6.701	-0.456985477	40.3307	73.33	72.89	13	0.00001	1
2003	600121	0	3.2	6.3261	0	8.590014658	59	D	2515090264	6.7055	0.036734468	44.8051	73.33	72.89	12	0.00001	1
2004	600121	1	4.2	10.7859	0	8.589951971	60	D	2639376122	10.4659	-0.32929153	41.4079	73.33	73.18	12	0	1
2005	600121	0	0	14.3246	0.5	7.926260664	44	D	2131779839	10.8515	0.238012929	43.8512	52.62	52.37	13	0	1
1999	600121	0	2	16.637	1	8.590307101	65	D	1597782890	12.2898	2.630745748	27.5298	73.33	72.09	9	0.00001	1
2000	600121	1	3	9.7672	1	8.590003036	66	D	1777936064	7.3494	0.076607485	29.3827	73.33	72.86	11	0.00001	1
1999	600122	0	2	11.162	1	7.131036821	54	G	1235688465	6.9235	0.615184909	55.1178	25.7	5.5	7	0.000097561	1
2000	600122	0	3	14.5671	1	7.123270206	54	G	1862581145	8.1037	0.114114866	65.8579	25.7	5.5	7	0.000097561	1
2001	600122	0	4	7.596	1	6.966997581	55	G	2416718386	5.7515	-0.330239009	58.6139	23.77	5.08	7	0.000090226	1
2002	600122	0	5	3.6101	1	6.966997581	56	G	2927355328	3.8552	-0.321302725	63.5174	23.77	5.08	9	0.000090226	1
2003	600122	1	6	1.8259	1	6.966997581	58	G	3231043616	3.3535	-0.070786185	66.0696	23.77	5.08	10	0.000090226	1
